YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2008,12,TX,Total Electric Power Industry,Other Gases,273213
2008,12,TX,Total Electric Power Industry,Nuclear,3817330
2008,12,TX,Total Electric Power Industry,Hydroelectric Conventional,49275
2008,12,TX,Total Electric Power Industry,Wind,1890808
2008,12,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,68906
2008,12,TX,Total Electric Power Industry,Other Biomass,42331
2008,12,TX,Total Electric Power Industry,Other,47630
2008,12,TX,Total Electric Power Industry,Total,30778717
2008,12,TX,"Electric Generators, Electric Utilities",Coal,5361284
2008,12,TX,"Electric Generators, Electric Utilities",Petroleum,1508
2008,12,TX,"Electric Generators, Electric Utilities",Natural Gas,2227578
2008,12,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,46898
2008,12,TX,"Electric Generators, Electric Utilities",Wind,148
2008,12,TX,"Electric Generators, Electric Utilities",Other,21478
2008,12,TX,"Electric Generators, Electric Utilities",Total,7658893
2008,12,TX,"Electric Generators, Independent Power Producers",Coal,6893536
2008,12,TX,"Electric Generators, Independent Power Producers",Petroleum,1879
2008,12,TX,"Electric Generators, Independent Power Producers",Natural Gas,4929997
2008,12,TX,"Electric Generators, Independent Power Producers",Other Gases,0
2008,12,TX,"Electric Generators, Independent Power Producers",Nuclear,3817330
2008,12,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2376
2008,12,TX,"Electric Generators, Independent Power Producers",Wind,1890661
2008,12,TX,"Electric Generators, Independent Power Producers",Other Biomass,36657
2008,12,TX,"Electric Generators, Independent Power Producers",Total,17572435
2008,12,TX,"Combined Heat and Power, Electric Power",Petroleum,20048
2008,12,TX,"Combined Heat and Power, Electric Power",Natural Gas,2911806
2008,12,TX,"Combined Heat and Power, Electric Power",Other Gases,159013
2008,12,TX,"Combined Heat and Power, Electric Power",Other,0
2008,12,TX,"Combined Heat and Power, Electric Power",Total,3090867
2008,12,TX,"Combined Heat and Power, Commercial Power",Petroleum,34
2008,12,TX,"Combined Heat and Power, Commercial Power",Natural Gas,29536
2008,12,TX,"Combined Heat and Power, Commercial Power",Other Biomass,3431
2008,12,TX,"Combined Heat and Power, Commercial Power",Total,33000
2008,12,TX,"Combined Heat and Power, Industrial Power",Coal,0
2008,12,TX,"Combined Heat and Power, Industrial Power",Petroleum,5551
2008,12,TX,"Combined Heat and Power, Industrial Power",Natural Gas,2206468
2008,12,TX,"Combined Heat and Power, Industrial Power",Other Gases,114200
2008,12,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,68906
2008,12,TX,"Combined Heat and Power, Industrial Power",Other Biomass,2244
2008,12,TX,"Combined Heat and Power, Industrial Power",Other,26152
2008,12,TX,"Combined Heat and Power, Industrial Power",Total,2423521
2008,12,UT,Total Electric Power Industry,Coal,3265537
2008,12,UT,Total Electric Power Industry,Petroleum,5101
2008,12,UT,Total Electric Power Industry,Natural Gas,612220
2008,12,UT,Total Electric Power Industry,Other Gases,3492
2008,12,UT,Total Electric Power Industry,Hydroelectric Conventional,47278
2008,12,UT,Total Electric Power Industry,Wind,5967
2008,12,UT,Total Electric Power Industry,Geothermal,24901
2008,12,UT,Total Electric Power Industry,Other Biomass,2023
2008,12,UT,Total Electric Power Industry,Other,18198
2008,12,UT,Total Electric Power Industry,Total,3984717
2008,12,UT,"Electric Generators, Electric Utilities",Coal,3227941
2008,12,UT,"Electric Generators, Electric Utilities",Petroleum,5101
2008,12,UT,"Electric Generators, Electric Utilities",Natural Gas,562687
2008,12,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,46638
2008,12,UT,"Electric Generators, Electric Utilities",Geothermal,24901
2008,12,UT,"Electric Generators, Electric Utilities",Total,3867267
2008,12,UT,"Electric Generators, Independent Power Producers",Coal,37596
2008,12,UT,"Electric Generators, Independent Power Producers",Petroleum,0
2008,12,UT,"Electric Generators, Independent Power Producers",Natural Gas,37010
2008,12,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,641
2008,12,UT,"Electric Generators, Independent Power Producers",Wind,5967
2008,12,UT,"Electric Generators, Independent Power Producers",Other Biomass,2122
2008,12,UT,"Electric Generators, Independent Power Producers",Total,83336
2008,12,UT,"Combined Heat and Power, Electric Power",Petroleum,0
2008,12,UT,"Combined Heat and Power, Electric Power",Other Biomass,-99
2008,12,UT,"Combined Heat and Power, Electric Power",Other,-78
2008,12,UT,"Combined Heat and Power, Electric Power",Total,-178
2008,12,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2008,12,UT,"Combined Heat and Power, Commercial Power",Natural Gas,479
2008,12,UT,"Combined Heat and Power, Commercial Power",Other Gases,0
2008,12,UT,"Combined Heat and Power, Commercial Power",Total,479
2008,12,UT,"Combined Heat and Power, Industrial Power",Coal,0
2008,12,UT,"Combined Heat and Power, Industrial Power",Natural Gas,12044
2008,12,UT,"Combined Heat and Power, Industrial Power",Other Gases,3492
2008,12,UT,"Combined Heat and Power, Industrial Power",Other,18276
2008,12,UT,"Combined Heat and Power, Industrial Power",Total,33812
2008,12,VA,Total Electric Power Industry,Coal,2792025
2008,12,VA,Total Electric Power Industry,Petroleum,178378
2008,12,VA,Total Electric Power Industry,Natural Gas,651848
2008,12,VA,Total Electric Power Industry,Nuclear,2572045
2008,12,VA,Total Electric Power Industry,Hydroelectric Conventional,78501
2008,12,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,159857
2008,12,VA,Total Electric Power Industry,Other Biomass,70647
2008,12,VA,Total Electric Power Industry,Pumped Storage,-121938
2008,12,VA,Total Electric Power Industry,Other,39711
2008,12,VA,Total Electric Power Industry,Total,6421075
2008,12,VA,"Electric Generators, Electric Utilities",Coal,2387612
2008,12,VA,"Electric Generators, Electric Utilities",Petroleum,145550
2008,12,VA,"Electric Generators, Electric Utilities",Natural Gas,416808
2008,12,VA,"Electric Generators, Electric Utilities",Nuclear,2572045
2008,12,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,74045
2008,12,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,43579
2008,12,VA,"Electric Generators, Electric Utilities",Pumped Storage,-121938
2008,12,VA,"Electric Generators, Electric Utilities",Total,5517701
2008,12,VA,"Electric Generators, Independent Power Producers",Coal,43578
2008,12,VA,"Electric Generators, Independent Power Producers",Petroleum,15587
2008,12,VA,"Electric Generators, Independent Power Producers",Natural Gas,191957
2008,12,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3832
2008,12,VA,"Electric Generators, Independent Power Producers",Other Biomass,51526
2008,12,VA,"Electric Generators, Independent Power Producers",Other,23918
2008,12,VA,"Electric Generators, Independent Power Producers",Total,330398
2008,12,VA,"Combined Heat and Power, Electric Power",Coal,283726
2008,12,VA,"Combined Heat and Power, Electric Power",Petroleum,11978
2008,12,VA,"Combined Heat and Power, Electric Power",Natural Gas,36427
2008,12,VA,"Combined Heat and Power, Electric Power",Other,1685
2008,12,VA,"Combined Heat and Power, Electric Power",Total,333816
2008,12,VA,"Combined Heat and Power, Commercial Power",Coal,2489
2008,12,VA,"Combined Heat and Power, Commercial Power",Petroleum,0
2008,12,VA,"Combined Heat and Power, Commercial Power",Other Biomass,17756
2008,12,VA,"Combined Heat and Power, Commercial Power",Other,13950
2008,12,VA,"Combined Heat and Power, Commercial Power",Total,34196
2008,12,VA,"Combined Heat and Power, Industrial Power",Coal,74621
2008,12,VA,"Combined Heat and Power, Industrial Power",Petroleum,5263
2008,12,VA,"Combined Heat and Power, Industrial Power",Natural Gas,6656
2008,12,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,624
2008,12,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,116278
2008,12,VA,"Combined Heat and Power, Industrial Power",Other Biomass,1365
2008,12,VA,"Combined Heat and Power, Industrial Power",Other,158
2008,12,VA,"Combined Heat and Power, Industrial Power",Total,204965
2008,12,VT,Total Electric Power Industry,Petroleum,452
2008,12,VT,Total Electric Power Industry,Natural Gas,334
2008,12,VT,Total Electric Power Industry,Nuclear,460445
2008,12,VT,Total Electric Power Industry,Hydroelectric Conventional,146041
2008,12,VT,Total Electric Power Industry,Wind,973
2008,12,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,30936
2008,12,VT,Total Electric Power Industry,Other Biomass,0
2008,12,VT,Total Electric Power Industry,Total,639181
2008,12,VT,"Electric Generators, Electric Utilities",Petroleum,452
2008,12,VT,"Electric Generators, Electric Utilities",Natural Gas,334
2008,12,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,47558
2008,12,VT,"Electric Generators, Electric Utilities",Wind,973
2008,12,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,15696
2008,12,VT,"Electric Generators, Electric Utilities",Total,65012
2008,12,VT,"Electric Generators, Independent Power Producers",Nuclear,460445
2008,12,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,96420
2008,12,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,15240
2008,12,VT,"Electric Generators, Independent Power Producers",Other Biomass,0
2008,12,VT,"Electric Generators, Independent Power Producers",Total,572105
2008,12,VT,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2064
2008,12,VT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2008,12,VT,"Combined Heat and Power, Industrial Power",Total,2064
2008,12,WA,Total Electric Power Industry,Coal,972437
2008,12,WA,Total Electric Power Industry,Petroleum,2395
2008,12,WA,Total Electric Power Industry,Natural Gas,806257
2008,12,WA,Total Electric Power Industry,Other Gases,22440
2008,12,WA,Total Electric Power Industry,Nuclear,828714
2008,12,WA,Total Electric Power Industry,Hydroelectric Conventional,6270077
2008,12,WA,Total Electric Power Industry,Wind,319003
2008,12,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2008,12,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,96435
2008,12,WA,Total Electric Power Industry,Other Biomass,13971
2008,12,WA,Total Electric Power Industry,Pumped Storage,12238
2008,12,WA,Total Electric Power Industry,Other,4694
2008,12,WA,Total Electric Power Industry,Total,9348660
2008,12,WA,"Electric Generators, Electric Utilities",Petroleum,1263
2008,12,WA,"Electric Generators, Electric Utilities",Natural Gas,414336
2008,12,WA,"Electric Generators, Electric Utilities",Nuclear,828714
2008,12,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6252632
2008,12,WA,"Electric Generators, Electric Utilities",Wind,182209
2008,12,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2008,12,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,33293
2008,12,WA,"Electric Generators, Electric Utilities",Other Biomass,6912
2008,12,WA,"Electric Generators, Electric Utilities",Pumped Storage,12238
2008,12,WA,"Electric Generators, Electric Utilities",Total,7731596
2008,12,WA,"Electric Generators, Independent Power Producers",Coal,968207
2008,12,WA,"Electric Generators, Independent Power Producers",Petroleum,119
2008,12,WA,"Electric Generators, Independent Power Producers",Natural Gas,241555
2008,12,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12787
2008,12,WA,"Electric Generators, Independent Power Producers",Wind,136795
2008,12,WA,"Electric Generators, Independent Power Producers",Other Biomass,6101
2008,12,WA,"Electric Generators, Independent Power Producers",Other,4694
2008,12,WA,"Electric Generators, Independent Power Producers",Total,1370258
2008,12,WA,"Combined Heat and Power, Electric Power",Petroleum,173
2008,12,WA,"Combined Heat and Power, Electric Power",Natural Gas,144044
2008,12,WA,"Combined Heat and Power, Electric Power",Other Gases,22440
2008,12,WA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,10318
2008,12,WA,"Combined Heat and Power, Electric Power",Total,176976
2008,12,WA,"Combined Heat and Power, Commercial Power",Petroleum,26
2008,12,WA,"Combined Heat and Power, Commercial Power",Natural Gas,1387
2008,12,WA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,4469
2008,12,WA,"Combined Heat and Power, Commercial Power",Total,5882
2008,12,WA,"Combined Heat and Power, Industrial Power",Coal,4230
2008,12,WA,"Combined Heat and Power, Industrial Power",Petroleum,814
2008,12,WA,"Combined Heat and Power, Industrial Power",Natural Gas,4935
2008,12,WA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,189
2008,12,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,52824
2008,12,WA,"Combined Heat and Power, Industrial Power",Other Biomass,957
2008,12,WA,"Combined Heat and Power, Industrial Power",Total,63949
2008,12,WI,Total Electric Power Industry,Coal,3851241
2008,12,WI,Total Electric Power Industry,Petroleum,86850
2008,12,WI,Total Electric Power Industry,Natural Gas,362939
2008,12,WI,Total Electric Power Industry,Nuclear,1187232
2008,12,WI,Total Electric Power Industry,Hydroelectric Conventional,150583
2008,12,WI,Total Electric Power Industry,Wind,136779
2008,12,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,56134
2008,12,WI,Total Electric Power Industry,Other Biomass,36779
2008,12,WI,Total Electric Power Industry,Other,5575
2008,12,WI,Total Electric Power Industry,Total,5874113
2008,12,WI,"Electric Generators, Electric Utilities",Coal,3756747
2008,12,WI,"Electric Generators, Electric Utilities",Petroleum,61271
2008,12,WI,"Electric Generators, Electric Utilities",Natural Gas,189500
2008,12,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,133029
2008,12,WI,"Electric Generators, Electric Utilities",Wind,72503
2008,12,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,14871
2008,12,WI,"Electric Generators, Electric Utilities",Other Biomass,3082
2008,12,WI,"Electric Generators, Electric Utilities",Other,3088
2008,12,WI,"Electric Generators, Electric Utilities",Total,4234092
2008,12,WI,"Electric Generators, Independent Power Producers",Coal,3259
2008,12,WI,"Electric Generators, Independent Power Producers",Petroleum,4
2008,12,WI,"Electric Generators, Independent Power Producers",Natural Gas,85177
2008,12,WI,"Electric Generators, Independent Power Producers",Nuclear,1187232
2008,12,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2331
2008,12,WI,"Electric Generators, Independent Power Producers",Wind,64276
2008,12,WI,"Electric Generators, Independent Power Producers",Other Biomass,28186
2008,12,WI,"Electric Generators, Independent Power Producers",Total,1370466
2008,12,WI,"Combined Heat and Power, Electric Power",Coal,3628
2008,12,WI,"Combined Heat and Power, Electric Power",Petroleum,771
2008,12,WI,"Combined Heat and Power, Electric Power",Natural Gas,71045
2008,12,WI,"Combined Heat and Power, Electric Power",Other Biomass,1495
2008,12,WI,"Combined Heat and Power, Electric Power",Total,76939
2008,12,WI,"Combined Heat and Power, Commercial Power",Coal,4698
2008,12,WI,"Combined Heat and Power, Commercial Power",Petroleum,10
2008,12,WI,"Combined Heat and Power, Commercial Power",Natural Gas,5684
2008,12,WI,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1
2008,12,WI,"Combined Heat and Power, Commercial Power",Other Biomass,2932
2008,12,WI,"Combined Heat and Power, Commercial Power",Total,13325
2008,12,WI,"Combined Heat and Power, Industrial Power",Coal,82908
2008,12,WI,"Combined Heat and Power, Industrial Power",Petroleum,24794
2008,12,WI,"Combined Heat and Power, Industrial Power",Natural Gas,11533
2008,12,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,15222
2008,12,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,41262
2008,12,WI,"Combined Heat and Power, Industrial Power",Other Biomass,1084
2008,12,WI,"Combined Heat and Power, Industrial Power",Other,2487
2008,12,WI,"Combined Heat and Power, Industrial Power",Total,179290
2008,12,WV,Total Electric Power Industry,Coal,7112055
2008,12,WV,Total Electric Power Industry,Petroleum,9922
2008,12,WV,Total Electric Power Industry,Natural Gas,16011
2008,12,WV,Total Electric Power Industry,Other Gases,1620
2008,12,WV,Total Electric Power Industry,Hydroelectric Conventional,134688
2008,12,WV,Total Electric Power Industry,Wind,72498
2008,12,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2008,12,WV,Total Electric Power Industry,Other Biomass,0
2008,12,WV,Total Electric Power Industry,Other,10
2008,12,WV,Total Electric Power Industry,Total,7346804
2008,12,WV,"Electric Generators, Electric Utilities",Coal,5175989
2008,12,WV,"Electric Generators, Electric Utilities",Petroleum,9922
2008,12,WV,"Electric Generators, Electric Utilities",Natural Gas,10803
2008,12,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,47933
2008,12,WV,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2008,12,WV,"Electric Generators, Electric Utilities",Other Biomass,0
2008,12,WV,"Electric Generators, Electric Utilities",Other,0
2008,12,WV,"Electric Generators, Electric Utilities",Total,5244647
2008,12,WV,"Electric Generators, Independent Power Producers",Coal,1883367
2008,12,WV,"Electric Generators, Independent Power Producers",Petroleum,0
2008,12,WV,"Electric Generators, Independent Power Producers",Natural Gas,4153
2008,12,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,42982
2008,12,WV,"Electric Generators, Independent Power Producers",Wind,72498
2008,12,WV,"Electric Generators, Independent Power Producers",Total,2003000
2008,12,WV,"Combined Heat and Power, Electric Power",Coal,35848
2008,12,WV,"Combined Heat and Power, Electric Power",Natural Gas,0
2008,12,WV,"Combined Heat and Power, Electric Power",Total,35848
2008,12,WV,"Combined Heat and Power, Industrial Power",Coal,16851
2008,12,WV,"Combined Heat and Power, Industrial Power",Natural Gas,1055
2008,12,WV,"Combined Heat and Power, Industrial Power",Other Gases,1620
2008,12,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,43773
2008,12,WV,"Combined Heat and Power, Industrial Power",Other,10
2008,12,WV,"Combined Heat and Power, Industrial Power",Total,63310
2008,12,WY,Total Electric Power Industry,Coal,4063596
2008,12,WY,Total Electric Power Industry,Petroleum,1060
2008,12,WY,Total Electric Power Industry,Natural Gas,47945
2008,12,WY,Total Electric Power Industry,Other Gases,28363
2008,12,WY,Total Electric Power Industry,Hydroelectric Conventional,59110
2008,12,WY,Total Electric Power Industry,Wind,213252
2008,12,WY,Total Electric Power Industry,Other,25
2008,12,WY,Total Electric Power Industry,Total,4413350
2008,12,WY,"Electric Generators, Electric Utilities",Coal,3983561
2008,12,WY,"Electric Generators, Electric Utilities",Petroleum,1054
2008,12,WY,"Electric Generators, Electric Utilities",Natural Gas,7880
2008,12,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,59110
2008,12,WY,"Electric Generators, Electric Utilities",Wind,24839
2008,12,WY,"Electric Generators, Electric Utilities",Total,4076443
2008,12,WY,"Electric Generators, Independent Power Producers",Coal,61631
2008,12,WY,"Electric Generators, Independent Power Producers",Natural Gas,776
2008,12,WY,"Electric Generators, Independent Power Producers",Wind,188414
2008,12,WY,"Electric Generators, Independent Power Producers",Total,250820
2008,12,WY,"Combined Heat and Power, Industrial Power",Coal,18404
2008,12,WY,"Combined Heat and Power, Industrial Power",Petroleum,6
2008,12,WY,"Combined Heat and Power, Industrial Power",Natural Gas,39289
2008,12,WY,"Combined Heat and Power, Industrial Power",Other Gases,28363
2008,12,WY,"Combined Heat and Power, Industrial Power",Other,25
2008,12,WY,"Combined Heat and Power, Industrial Power",Total,86086
2008,12,US-TOTAL,Total Electric Power Industry,Coal,167785730
2008,12,US-TOTAL,Total Electric Power Industry,Petroleum,4393879
2008,12,US-TOTAL,Total Electric Power Industry,Natural Gas,64363646
2008,12,US-TOTAL,Total Electric Power Industry,Other Gases,753185
2008,12,US-TOTAL,Total Electric Power Industry,Nuclear,72931328
2008,12,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20861491
2008,12,US-TOTAL,Total Electric Power Industry,Wind,6615899
2008,12,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,18687
2008,12,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2988131
2008,12,US-TOTAL,Total Electric Power Industry,Geothermal,1261013
2008,12,US-TOTAL,Total Electric Power Industry,Other Biomass,1506347
2008,12,US-TOTAL,Total Electric Power Industry,Pumped Storage,-497946
2008,12,US-TOTAL,Total Electric Power Industry,Other,916865
2008,12,US-TOTAL,Total Electric Power Industry,Total,343898254
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Coal,123337563
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,2499444
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,23477072
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases,6251
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,38317925
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,18584778
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Wind,861106
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1248
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,168564
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,106581
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,98597
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,-396673
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Other,48512
2008,12,US-TOTAL,"Electric Generators, Electric Utilities",Total,207110967
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,40100751
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,1258123
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,25329642
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,24
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Nuclear,34613403
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2110908
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,5754792
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,17438
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,617441
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,1154432
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,1100916
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Pumped Storage,-101273
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Other,497718
2008,12,US-TOTAL,"Electric Generators, Independent Power Producers",Total,112454315
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Coal,3073779
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum,292123
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas,9359563
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases,217728
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Hydroelectric Conventional,0
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,167299
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Other Biomass,108368
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Other,55019
2008,12,US-TOTAL,"Combined Heat and Power, Electric Power",Total,13273880
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal,112402
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum,18125
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas,359628
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases,0
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,5520
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1744
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Biomass,127005
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Other,56654
2008,12,US-TOTAL,"Combined Heat and Power, Commercial Power",Total,681079
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal,1161236
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum,326064
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas,5837741
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases,529181
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,160285
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,0
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2033083
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Biomass,71461
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Other,258963
2008,12,US-TOTAL,"Combined Heat and Power, Industrial Power",Total,10378014
2009,1,AK,Total Electric Power Industry,Coal,53483
2009,1,AK,Total Electric Power Industry,Petroleum,160449
2009,1,AK,Total Electric Power Industry,Natural Gas,352708
2009,1,AK,Total Electric Power Industry,Hydroelectric Conventional,89470
2009,1,AK,Total Electric Power Industry,Wind,48
2009,1,AK,Total Electric Power Industry,Other Biomass,435
2009,1,AK,Total Electric Power Industry,Other,0
2009,1,AK,Total Electric Power Industry,Total,656593
2009,1,AK,"Electric Generators, Electric Utilities",Coal,17682
2009,1,AK,"Electric Generators, Electric Utilities",Petroleum,152745
2009,1,AK,"Electric Generators, Electric Utilities",Natural Gas,346900
2009,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,89470
2009,1,AK,"Electric Generators, Electric Utilities",Wind,48
2009,1,AK,"Electric Generators, Electric Utilities",Other,0
2009,1,AK,"Electric Generators, Electric Utilities",Total,606845
2009,1,AK,"Combined Heat and Power, Electric Power",Coal,15374
2009,1,AK,"Combined Heat and Power, Electric Power",Total,15374
2009,1,AK,"Combined Heat and Power, Commercial Power",Coal,20427
2009,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,1648
2009,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2009,1,AK,"Combined Heat and Power, Commercial Power",Total,22076
2009,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,6055
2009,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,5808
2009,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,435
2009,1,AK,"Combined Heat and Power, Industrial Power",Total,12298
2009,1,AL,Total Electric Power Industry,Coal,5771341
2009,1,AL,Total Electric Power Industry,Petroleum,28657
2009,1,AL,Total Electric Power Industry,Natural Gas,2208315
2009,1,AL,Total Electric Power Industry,Other Gases,11303
2009,1,AL,Total Electric Power Industry,Nuclear,3793234
2009,1,AL,Total Electric Power Industry,Hydroelectric Conventional,1282880
2009,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,256740
2009,1,AL,Total Electric Power Industry,Other Biomass,1080
2009,1,AL,Total Electric Power Industry,Other,31719
2009,1,AL,Total Electric Power Industry,Total,13385269
2009,1,AL,"Electric Generators, Electric Utilities",Coal,5718473
2009,1,AL,"Electric Generators, Electric Utilities",Petroleum,8568
2009,1,AL,"Electric Generators, Electric Utilities",Natural Gas,731677
2009,1,AL,"Electric Generators, Electric Utilities",Nuclear,3793234
2009,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1282880
2009,1,AL,"Electric Generators, Electric Utilities",Other Biomass,79
2009,1,AL,"Electric Generators, Electric Utilities",Total,11534911
2009,1,AL,"Electric Generators, Independent Power Producers",Petroleum,7167
2009,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,1097217
2009,1,AL,"Electric Generators, Independent Power Producers",Total,1104385
2009,1,AL,"Combined Heat and Power, Electric Power",Coal,9483
2009,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,329328
